SEASON,original_team-id,team_ID,opp_ID,team_game,date,win_loss_record,win_prct,isFinal
1961,SFG,SFG,PHI,101,1961-07-30,54-46,0.54,0
1961,SFG,SFG,MLN,155,1961-10-01,85-69,0.551948051948052,1
1961,STL,STL,MLN,100,1961-07-30,47-52,0.47474747474747475,0
1961,STL,STL,PHI,155,1961-10-01,80-74,0.5194805194805194,1
1961,TEX,WSA,KCA,101,1961-07-30,45-56,0.44554455445544555,0
1961,TEX,WSA,KCA,161,1961-10-01,61-100,0.37888198757763975,1
1962,ATL,MLN,CIN,106,1962-07-29,54-52,0.5094339622641509,0
1962,ATL,MLN,PIT,162,1962-09-30,86-76,0.5308641975308642,1
1962,BAL,BAL,KCA,104,1962-07-29,53-51,0.5096153846153846,0
1962,BAL,BAL,MIN,162,1962-09-30,77-85,0.47530864197530864,1
1962,BOS,BOS,WSA,102,1962-07-29,46-56,0.45098039215686275,0
1962,BOS,BOS,WSA,160,1962-09-30,76-84,0.475,1
1962,CHC,CHC,HOU,105,1962-07-29,39-66,0.37142857142857144,0
1962,CHC,CHC,NYM,162,1962-09-30,59-103,0.36419753086419754,1
1962,CHW,CHW,NYY,105,1962-07-29,52-53,0.49523809523809526,0
1962,CHW,CHW,NYY,162,1962-09-30,85-77,0.5246913580246914,1
1962,CIN,CIN,MLN,103,1962-07-29,61-42,0.5922330097087378,0
1962,CIN,CIN,PHI,162,1962-09-30,98-64,0.6049382716049383,1
1962,CLE,CLE,MIN,100,1962-07-29,51-49,0.51,0
1962,CLE,CLE,LAA,162,1962-09-30,80-82,0.49382716049382713,1
1962,DET,DET,LAA,100,1962-07-29,49-51,0.49,0
1962,DET,DET,KCA,161,1962-09-30,85-76,0.5279503105590062,1
1962,HOU,HOU,CHC,103,1962-07-29,37-65,0.3627450980392157,0
1962,HOU,HOU,SFG,162,1962-09-30,64-96,0.4,1
1962,LAA,LAA,DET,102,1962-07-29,57-45,0.5588235294117647,0
1962,LAA,LAA,CLE,162,1962-09-30,86-76,0.5308641975308642,1
1962,LAD,LAD,SFG,106,1962-07-29,71-35,0.6698113207547169,0
1962,LAD,LAD,SFG,165,1962-10-03,102-63,0.6181818181818182,1
1962,MIN,MIN,CLE,103,1962-07-29,57-46,0.5533980582524272,0
1962,MIN,MIN,BAL,163,1962-09-30,91-71,0.5617283950617284,1
1962,NYM,NYM,STL,102,1962-07-29,26-76,0.2549019607843137,0
1962,NYM,NYM,CHC,161,1962-09-30,40-120,0.25,1
1962,NYY,NYY,CHW,100,1962-07-29,61-39,0.61,0
1962,NYY,NYY,CHW,162,1962-09-30,96-66,0.5925925925925926,1
1962,OAK,KCA,BAL,104,1962-07-29,45-59,0.4326923076923077,0
1962,OAK,KCA,DET,162,1962-09-30,72-90,0.4444444444444444,1
1962,PHI,PHI,PIT,107,1962-07-29,49-58,0.45794392523364486,0
1962,PHI,PHI,CIN,161,1962-09-30,81-80,0.5031055900621118,1
1962,PIT,PIT,PHI,105,1962-07-29,61-44,0.580952380952381,0
1962,PIT,PIT,MLN,161,1962-09-30,93-68,0.577639751552795,1
1962,SFG,SFG,LAD,106,1962-07-29,67-39,0.6320754716981132,0
1962,SFG,SFG,LAD,165,1962-10-03,103-62,0.6242424242424243,1
1962,STL,STL,NYM,107,1962-07-29,59-47,0.5566037735849056,0
1962,STL,STL,LAD,163,1962-09-30,84-78,0.5185185185185185,1
1962,TEX,WSA,BOS,100,1962-07-29,39-61,0.39,0
1962,TEX,WSA,BOS,162,1962-09-30,60-101,0.37267080745341613,1
1963,ATL,MLN,HOU,84,1963-07-07,43-40,0.5180722891566265,0
1963,ATL,MLN,CHC,163,1963-09-29,84-78,0.5185185185185185,1
1963,BAL,BAL,MIN,87,1963-07-07,47-40,0.5402298850574713,0
1963,BAL,BAL,DET,162,1963-09-29,86-76,0.5308641975308642,1
1963,BOS,BOS,CHW,81,1963-07-07,44-37,0.5432098765432098,0
1963,BOS,BOS,LAA,161,1963-09-28,76-85,0.4720496894409938,1
1963,CHC,CHC,PHI,82,1963-07-07,45-37,0.5487804878048781,0
1963,CHC,CHC,MLN,162,1963-09-29,82-80,0.5061728395061729,1
1963,CHW,CHW,BOS,85,1963-07-07,47-38,0.5529411764705883,0
1963,CHW,CHW,WSA,162,1963-09-29,94-68,0.5802469135802469,1
1963,CIN,CIN,LAD,85,1963-07-07,45-40,0.5294117647058824,0
1963,CIN,CIN,STL,162,1963-09-29,86-76,0.5308641975308642,1
1963,CLE,CLE,NYY,84,1963-07-07,44-40,0.5238095238095238,0
1963,CLE,CLE,KCA,162,1963-09-29,79-83,0.4876543209876543,1
1963,DET,DET,KCA,82,1963-07-07,35-47,0.4268292682926829,0
1963,DET,DET,BAL,162,1963-09-29,79-83,0.4876543209876543,1
1963,HOU,HOU,MLN,87,1963-07-07,33-54,0.3793103448275862,0
1963,HOU,HOU,NYM,162,1963-09-29,66-96,0.4074074074074074,1
1963,LAA,LAA,WSA,87,1963-07-07,41-46,0.47126436781609193,0
1963,LAA,LAA,BOS,161,1963-09-28,70-91,0.43478260869565216,1
1963,LAD,LAD,CIN,84,1963-07-07,50-33,0.6024096385542169,0
1963,LAD,LAD,PHI,163,1963-09-29,99-63,0.6111111111111112,1
1963,MIN,MIN,BAL,83,1963-07-07,45-38,0.5421686746987951,0
1963,MIN,MIN,NYY,161,1963-09-28,91-70,0.5652173913043478,1
1963,NYM,NYM,PIT,84,1963-07-07,29-55,0.34523809523809523,0
1963,NYM,NYM,HOU,162,1963-09-29,51-111,0.3148148148148148,1
1963,NYY,NYY,CLE,81,1963-07-07,50-31,0.6172839506172839,0
1963,NYY,NYY,MIN,161,1963-09-28,104-57,0.6459627329192547,1
1963,OAK,KCA,DET,82,1963-07-07,36-46,0.43902439024390244,0
1963,OAK,KCA,CLE,162,1963-09-29,73-89,0.4506172839506173,1
1963,PHI,PHI,CHC,84,1963-07-07,40-44,0.47619047619047616,0
1963,PHI,PHI,LAD,162,1963-09-29,87-75,0.5370370370370371,1
1963,PIT,PIT,NYM,83,1963-07-07,41-42,0.4939759036144578,0
1963,PIT,PIT,SFG,162,1963-09-29,74-88,0.4567901234567901,1
1963,SFG,SFG,STL,85,1963-07-07,48-37,0.5647058823529412,0
1963,SFG,SFG,PIT,162,1963-09-29,88-74,0.5432098765432098,1
1963,STL,STL,SFG,84,1963-07-07,46-38,0.5476190476190477,0
1963,STL,STL,CIN,162,1963-09-29,93-69,0.5740740740740741,1
1963,TEX,WSA,LAA,86,1963-07-07,30-56,0.3488372093023256,0
1963,TEX,WSA,CHW,162,1963-09-29,56-106,0.345679012345679,1
1964,ATL,MLN,CHC,78,1964-07-05,38-40,0.48717948717948717,0
1964,ATL,MLN,PIT,162,1964-10-04,88-74,0.5432098765432098,1
1964,BAL,BAL,KCA,77,1964-07-05,48-28,0.631578947368421,0
1964,BAL,BAL,DET,163,1964-10-03,97-65,0.5987654320987654,1
1964,BOS,BOS,LAA,79,1964-07-05,38-41,0.4810126582278481,0
1964,BOS,BOS,WSA,162,1964-10-04,72-90,0.4444444444444444,1
1964,CHC,CHC,MLN,74,1964-07-05,36-38,0.4864864864864865,0
1964,CHC,CHC,SFG,162,1964-10-04,76-86,0.4691358024691358,1
1964,CHW,CHW,CLE,74,1964-07-05,44-30,0.5945945945945946,0
1964,CHW,CHW,KCA,162,1964-10-04,98-64,0.6049382716049383,1
1964,CIN,CIN,STL,78,1964-07-05,42-35,0.5454545454545454,0
1964,CIN,CIN,PHI,163,1964-10-04,92-70,0.5679012345679012,1
1964,CLE,CLE,CHW,77,1964-07-05,34-42,0.4473684210526316,0
1964,CLE,CLE,NYY,164,1964-10-04,79-83,0.4876543209876543,1
1964,DET,DET,WSA,78,1964-07-05,38-39,0.4935064935064935,0
1964,DET,DET,BAL,163,1964-10-03,85-77,0.5246913580246914,1
1964,HOU,HOU,PIT,80,1964-07-05,37-43,0.4625,0
1964,HOU,HOU,LAD,162,1964-10-04,66-96,0.4074074074074074,1
1964,LAA,LAA,BOS,81,1964-07-05,37-44,0.4567901234567901,0
1964,LAA,LAA,MIN,162,1964-10-04,82-80,0.5061728395061729,1
1964,LAD,LAD,NYM,79,1964-07-05,38-39,0.4935064935064935,0
1964,LAD,LAD,HOU,164,1964-10-04,80-82,0.49382716049382713,1
1964,MIN,MIN,NYY,81,1964-07-05,43-37,0.5375,0
1964,MIN,MIN,LAA,163,1964-10-04,79-83,0.4876543209876543,1
1964,NYM,NYM,LAD,82,1964-07-05,23-58,0.2839506172839506,0
1964,NYM,NYM,STL,163,1964-10-04,53-109,0.3271604938271605,1
1964,NYY,NYY,MIN,77,1964-07-05,45-31,0.5921052631578947,0
1964,NYY,NYY,CLE,164,1964-10-04,99-63,0.6111111111111112,1
1964,OAK,KCA,BAL,79,1964-07-05,31-47,0.3974358974358974,0
1964,OAK,KCA,CHW,163,1964-10-04,57-105,0.35185185185185186,1
1964,PHI,PHI,SFG,75,1964-07-05,47-28,0.6266666666666667,0
1964,PHI,PHI,CIN,162,1964-10-04,92-70,0.5679012345679012,1
1964,PIT,PIT,HOU,75,1964-07-05,40-35,0.5333333333333333,0
1964,PIT,PIT,MLN,162,1964-10-04,80-82,0.49382716049382713,1
1964,SFG,SFG,PHI,78,1964-07-05,47-31,0.6025641025641025,0
1964,SFG,SFG,CHC,162,1964-10-04,90-72,0.5555555555555556,1
1964,STL,STL,CIN,79,1964-07-05,39-40,0.4936708860759494,0
1964,STL,STL,NYM,162,1964-10-04,93-69,0.5740740740740741,1
1964,TEX,WSA,DET,83,1964-07-05,32-51,0.3855421686746988,0
1964,TEX,WSA,BOS,162,1964-10-04,62-100,0.38271604938271603,1
1965,ATL,MLN,CIN,80,1965-07-11,41-39,0.5125,0
1965,ATL,MLN,LAD,162,1965-10-03,86-76,0.5308641975308642,1
1965,BAL,BAL,CHW,84,1965-07-10,49-35,0.5833333333333334,0
1965,BAL,BAL,CLE,162,1965-10-03,94-68,0.5802469135802469,1
1965,BOS,BOS,WSA,82,1965-07-10,31-51,0.3780487804878049,0
1965,BOS,BOS,NYY,162,1965-10-03,62-100,0.38271604938271603,1
1965,CHC,CHC,STL,87,1965-07-11,40-45,0.47058823529411764,0
1965,CHC,CHC,PIT,164,1965-10-03,72-90,0.4444444444444444,1
1965,CHW,CHW,BAL,81,1965-07-10,46-35,0.5679012345679012,0
1965,CHW,CHW,KCA,162,1965-10-03,95-67,0.5864197530864198,1
1965,CIN,CIN,MLN,85,1965-07-11,49-36,0.5764705882352941,0
1965,CIN,CIN,SFG,162,1965-10-03,89-73,0.5493827160493827,1
1965,CLE,CLE,CAL,82,1965-07-11,48-34,0.5853658536585366,0
1965,CLE,CLE,BAL,162,1965-10-03,87-75,0.5370370370370371,1
1965,DET,DET,KCA,82,1965-07-11,46-36,0.5609756097560976,0
1965,DET,DET,WSA,162,1965-10-03,89-73,0.5493827160493827,1
1965,HOU,HOU,NYM,84,1965-07-10,39-45,0.4642857142857143,0
1965,HOU,HOU,STL,162,1965-10-03,65-97,0.4012345679012346,1
1965,LAA,CAL,CLE,85,1965-07-11,41-44,0.4823529411764706,0
1965,LAA,CAL,MIN,162,1965-10-03,75-87,0.46296296296296297,1
1965,LAD,LAD,PIT,89,1965-07-11,51-38,0.5730337078651685,0
1965,LAD,LAD,MLN,162,1965-10-03,97-65,0.5987654320987654,1
1965,MIN,MIN,NYY,82,1965-07-11,53-29,0.6463414634146342,0
1965,MIN,MIN,CAL,162,1965-10-03,102-60,0.6296296296296297,1
1965,NYM,NYM,HOU,86,1965-07-10,29-56,0.3411764705882353,0
1965,NYM,NYM,PHI,164,1965-10-03,50-112,0.30864197530864196,1
1965,NYY,NYY,MIN,87,1965-07-11,41-46,0.47126436781609193,0
1965,NYY,NYY,BOS,162,1965-10-03,77-85,0.47530864197530864,1
1965,OAK,KCA,DET,77,1965-07-11,23-54,0.2987012987012987,0
1965,OAK,KCA,CHW,162,1965-10-03,59-103,0.36419753086419754,1
1965,PHI,PHI,SFG,84,1965-07-10,45-39,0.5357142857142857,0
1965,PHI,PHI,NYM,162,1965-10-03,85-76,0.5279503105590062,1
1965,PIT,PIT,LAD,87,1965-07-11,44-43,0.5057471264367817,0
1965,PIT,PIT,CHC,163,1965-10-03,90-72,0.5555555555555556,1
1965,SFG,SFG,PHI,83,1965-07-10,45-38,0.5421686746987951,0
1965,SFG,SFG,CIN,163,1965-10-03,95-67,0.5864197530864198,1
1965,STL,STL,CHC,87,1965-07-11,41-45,0.47674418604651164,0
1965,STL,STL,HOU,162,1965-10-03,80-81,0.4968944099378882,1
1965,TEX,WSA,BOS,86,1965-07-10,36-50,0.4186046511627907,0
1965,TEX,WSA,DET,162,1965-10-03,70-92,0.43209876543209874,1
1966,ATL,ATL,LAD,88,1966-07-10,41-47,0.4659090909090909,0
1966,ATL,ATL,CIN,163,1966-10-02,85-77,0.5246913580246914,1
1966,BAL,BAL,CAL,87,1966-07-10,58-29,0.6666666666666666,0
1966,BAL,BAL,MIN,160,1966-10-02,97-63,0.60625,1
1966,BOS,BOS,CHW,89,1966-07-10,37-52,0.4157303370786517,0
1966,BOS,BOS,CHW,162,1966-09-27,72-90,0.4444444444444444,1
1966,CHC,CHC,PHI,83,1966-07-10,26-57,0.3132530120481928,0
1966,CHC,CHC,STL,162,1966-10-02,59-103,0.36419753086419754,1
1966,CHW,CHW,BOS,86,1966-07-10,38-47,0.4470588235294118,0
1966,CHW,CHW,NYY,163,1966-10-02,83-79,0.5123456790123457,1
1966,CIN,CIN,SFG,83,1966-07-10,37-46,0.4457831325301205,0
1966,CIN,CIN,ATL,160,1966-10-02,76-84,0.475,1
1966,CLE,CLE,KCA,83,1966-07-10,46-37,0.5542168674698795,0
1966,CLE,CLE,CAL,162,1966-10-02,81-81,0.5,1
1966,DET,DET,MIN,83,1966-07-10,48-35,0.5783132530120482,0
1966,DET,DET,KCA,162,1966-10-02,88-74,0.5432098765432098,1
1966,HOU,HOU,STL,85,1966-07-10,45-40,0.5294117647058824,0
1966,HOU,HOU,NYM,163,1966-10-02,72-90,0.4444444444444444,1
1966,LAA,CAL,BAL,85,1966-07-10,46-39,0.5411764705882353,0
1966,LAA,CAL,CLE,162,1966-10-02,80-82,0.49382716049382713,1
1966,LAD,LAD,ATL,83,1966-07-10,47-36,0.5662650602409639,0
1966,LAD,LAD,PHI,162,1966-10-02,95-67,0.5864197530864198,1
1966,MIN,MIN,DET,85,1966-07-10,40-45,0.47058823529411764,0
1966,MIN,MIN,BAL,162,1966-10-02,89-73,0.5493827160493827,1
1966,NYM,NYM,PIT,83,1966-07-10,35-48,0.42168674698795183,0
1966,NYM,NYM,HOU,161,1966-10-02,66-95,0.40993788819875776,1
1966,NYY,NYY,WSA,85,1966-07-10,36-48,0.42857142857142855,0
1966,NYY,NYY,CHW,160,1966-10-02,70-89,0.44025157232704404,1
1966,OAK,KCA,CLE,85,1966-07-10,39-46,0.4588235294117647,0
1966,OAK,KCA,DET,160,1966-10-02,74-86,0.4625,1
1966,PHI,PHI,CHC,85,1966-07-10,46-39,0.5411764705882353,0
1966,PHI,PHI,LAD,162,1966-10-02,87-75,0.5370370370370371,1
1966,PIT,PIT,NYM,85,1966-07-10,52-33,0.611764705882353,0
1966,PIT,PIT,SFG,162,1966-10-02,92-70,0.5679012345679012,1
1966,SFG,SFG,CIN,87,1966-07-10,54-33,0.6206896551724138,0
1966,SFG,SFG,PIT,161,1966-10-02,93-68,0.577639751552795,1
1966,STL,STL,HOU,82,1966-07-10,39-43,0.47560975609756095,0
1966,STL,STL,CHC,162,1966-10-02,83-79,0.5123456790123457,1
1966,TEX,WSA,NYY,88,1966-07-10,39-49,0.4431818181818182,0
1966,TEX,WSA,BOS,159,1966-09-26,71-88,0.44654088050314467,1
1967,ATL,ATL,NYM,81,1967-07-09,42-39,0.5185185185185185,0
1967,ATL,ATL,STL,162,1967-10-01,77-85,0.47530864197530864,1
1967,BAL,BAL,NYY,82,1967-07-09,39-43,0.47560975609756095,0
1967,BAL,BAL,CLE,161,1967-10-01,76-85,0.4720496894409938,1
1967,BOS,BOS,DET,80,1967-07-09,41-39,0.5125,0
1967,BOS,BOS,MIN,162,1967-10-01,92-70,0.5679012345679012,1
1967,CHC,CHC,HOU,82,1967-07-09,46-36,0.5609756097560976,0
1967,CHC,CHC,CIN,162,1967-10-01,87-74,0.5403726708074534,1
1967,CHW,CHW,MIN,80,1967-07-09,47-33,0.5875,0
1967,CHW,CHW,WSA,162,1967-10-01,89-73,0.5493827160493827,1
1967,CIN,CIN,PIT,85,1967-07-09,46-39,0.5411764705882353,0
1967,CIN,CIN,CHC,162,1967-10-01,87-75,0.5370370370370371,1
1967,CLE,CLE,WSA,82,1967-07-09,40-42,0.4878048780487805,0
1967,CLE,CLE,BAL,162,1967-10-01,75-87,0.46296296296296297,1
1967,DET,DET,BOS,81,1967-07-09,45-35,0.5625,0
1967,DET,DET,CAL,163,1967-10-01,91-71,0.5617283950617284,1
1967,HOU,HOU,CHC,83,1967-07-09,33-50,0.39759036144578314,0
1967,HOU,HOU,PIT,162,1967-10-01,69-93,0.42592592592592593,1
1967,LAA,CAL,KCA,85,1967-07-09,45-40,0.5294117647058824,0
1967,LAA,CAL,DET,161,1967-10-01,84-77,0.5217391304347826,1
1967,LAD,LAD,SFG,81,1967-07-09,34-47,0.41975308641975306,0
1967,LAD,LAD,NYM,162,1967-10-01,73-89,0.4506172839506173,1
1967,MIN,MIN,CHW,82,1967-07-09,45-36,0.5555555555555556,0
1967,MIN,MIN,BOS,164,1967-10-01,91-71,0.5617283950617284,1
1967,NYM,NYM,ATL,78,1967-07-09,31-47,0.3974358974358974,0
1967,NYM,NYM,LAD,162,1967-10-01,61-101,0.3765432098765432,1
1967,NYY,NYY,BAL,81,1967-07-09,36-45,0.4444444444444444,0
1967,NYY,NYY,KCA,163,1967-10-01,72-90,0.4444444444444444,1
1967,OAK,KCA,CAL,84,1967-07-09,35-49,0.4166666666666667,0
1967,OAK,KCA,NYY,161,1967-10-01,62-99,0.38509316770186336,1
1967,PHI,PHI,STL,80,1967-07-09,40-40,0.5,0
1967,PHI,PHI,SFG,162,1967-10-01,82-80,0.5061728395061729,1
1967,PIT,PIT,CIN,78,1967-07-09,40-38,0.5128205128205128,0
1967,PIT,PIT,HOU,163,1967-10-01,81-81,0.5,1
1967,SFG,SFG,LAD,83,1967-07-09,45-38,0.5421686746987951,0
1967,SFG,SFG,PHI,162,1967-10-01,91-71,0.5617283950617284,1
1967,STL,STL,PHI,81,1967-07-09,49-32,0.6049382716049383,0
1967,STL,STL,ATL,161,1967-10-01,101-60,0.6273291925465838,1
1967,TEX,WSA,CLE,83,1967-07-09,36-47,0.43373493975903615,0
1967,TEX,WSA,CHW,161,1967-10-01,76-85,0.4720496894409938,1
1968,ATL,ATL,HOU,83,1968-07-07,43-40,0.5180722891566265,0
1968,ATL,ATL,LAD,163,1968-09-29,81-81,0.5,1
1968,BAL,BAL,NYY,80,1968-07-07,43-37,0.5375,0
1968,BAL,BAL,CLE,162,1968-09-27,91-71,0.5617283950617284,1
1968,BOS,BOS,MIN,81,1968-07-07,43-38,0.5308641975308642,0
1968,BOS,BOS,NYY,162,1968-09-29,86-76,0.5308641975308642,1
1968,CHC,CHC,PIT,84,1968-07-07,39-45,0.4642857142857143,0
1968,CHC,CHC,PIT,163,1968-09-29,84-78,0.5185185185185185,1
1968,CHW,CHW,WSA,78,1968-07-07,34-44,0.4358974358974359,0
1968,CHW,CHW,CAL,162,1968-09-29,67-95,0.41358024691358025,1
1968,CIN,CIN,LAD,82,1968-07-07,42-39,0.5185185185185185,0
1968,CIN,CIN,SFG,163,1968-09-29,83-79,0.5123456790123457,1
1968,CLE,CLE,CAL,87,1968-07-07,47-39,0.5465116279069767,0
1968,CLE,CLE,BAL,162,1968-09-27,86-75,0.5341614906832298,1
1968,DET,DET,OAK,84,1968-07-07,55-28,0.6626506024096386,0
1968,DET,DET,WSA,164,1968-09-29,103-59,0.6358024691358025,1
1968,HOU,HOU,ATL,83,1968-07-07,35-48,0.42168674698795183,0
1968,HOU,HOU,STL,162,1968-09-29,72-90,0.4444444444444444,1
1968,LAA,CAL,CLE,83,1968-07-07,39-44,0.46987951807228917,0
1968,LAA,CAL,CHW,162,1968-09-29,67-95,0.41358024691358025,1
1968,LAD,LAD,CIN,85,1968-07-07,41-44,0.4823529411764706,0
1968,LAD,LAD,ATL,162,1968-09-29,76-86,0.4691358024691358,1
1968,MIN,MIN,BOS,81,1968-07-07,39-42,0.48148148148148145,0
1968,MIN,MIN,OAK,162,1968-09-29,79-83,0.4876543209876543,1
1968,NYM,NYM,PHI,82,1968-07-07,39-43,0.47560975609756095,0
1968,NYM,NYM,PHI,163,1968-09-29,73-89,0.4506172839506173,1
1968,NYY,NYY,BAL,80,1968-07-07,36-43,0.45569620253164556,0
1968,NYY,NYY,BOS,164,1968-09-29,83-79,0.5123456790123457,1
1968,OAK,OAK,DET,83,1968-07-07,39-43,0.47560975609756095,0
1968,OAK,OAK,MIN,163,1968-09-29,82-80,0.5061728395061729,1
1968,PHI,PHI,NYM,78,1968-07-07,38-40,0.48717948717948717,0
1968,PHI,PHI,NYM,162,1968-09-29,76-86,0.4691358024691358,1
1968,PIT,PIT,CHC,82,1968-07-07,40-41,0.49382716049382713,0
1968,PIT,PIT,CHC,163,1968-09-29,80-82,0.49382716049382713,1
1968,SFG,SFG,STL,84,1968-07-07,42-42,0.5,0
1968,SFG,SFG,CIN,163,1968-09-29,88-74,0.5432098765432098,1
1968,STL,STL,SFG,83,1968-07-07,53-30,0.6385542168674698,0
1968,STL,STL,HOU,162,1968-09-29,97-65,0.5987654320987654,1
1968,TEX,WSA,CHW,77,1968-07-07,30-47,0.38961038961038963,0
1968,TEX,WSA,DET,161,1968-09-29,65-96,0.40372670807453415,1
1969,ATL,ATL,SDP,98,1969-07-20,56-42,0.5714285714285714,0
1969,ATL,ATL,CIN,162,1969-10-02,93-69,0.5740740740740741,1
1969,BAL,BAL,BOS,96,1969-07-20,65-31,0.6770833333333334,0
1969,BAL,BAL,DET,162,1969-10-01,109-53,0.6728395061728395,1
1969,BOS,BOS,BAL,96,1969-07-20,54-42,0.5625,0
1969,BOS,BOS,WSA,162,1969-10-01,87-75,0.5370370370370371,1
1969,CHC,CHC,PHI,99,1969-07-20,61-37,0.6224489795918368,0
1969,CHC,CHC,NYM,163,1969-10-02,92-70,0.5679012345679012,1
1969,CHW,CHW,KCR,96,1969-07-20,40-56,0.4166666666666667,0
1969,CHW,CHW,MIN,162,1969-10-02,68-94,0.41975308641975306,1
1969,CIN,CIN,HOU,91,1969-07-19,48-42,0.5333333333333333,0
1969,CIN,CIN,ATL,163,1969-10-02,89-73,0.5493827160493827,1
1969,CLE,CLE,DET,97,1969-07-20,38-59,0.3917525773195876,0
1969,CLE,CLE,NYY,161,1969-10-01,62-99,0.38509316770186336,1
1969,DET,DET,CLE,93,1969-07-20,52-41,0.5591397849462365,0
1969,DET,DET,BAL,162,1969-10-01,90-72,0.5555555555555556,1
1969,HOU,HOU,CIN,96,1969-07-19,48-48,0.5,0
1969,HOU,HOU,LAD,162,1969-10-02,81-81,0.5,1
1969,KCR,KCR,CHW,97,1969-07-20,41-55,0.4270833333333333,0
1969,KCR,KCR,CAL,163,1969-10-02,69-93,0.42592592592592593,1
1969,LAA,CAL,OAK,94,1969-07-20,36-58,0.3829787234042553,0
1969,LAA,CAL,KCR,163,1969-10-02,71-91,0.4382716049382716,1
1969,LAD,LAD,SFG,94,1969-07-20,53-41,0.5638297872340425,0
1969,LAD,LAD,HOU,162,1969-10-02,85-77,0.5246913580246914,1
1969,MIL,SEP,MIN,95,1969-07-20,40-55,0.42105263157894735,0
1969,MIL,SEP,OAK,163,1969-10-02,64-98,0.3950617283950617,1
1969,MIN,MIN,SEP,96,1969-07-20,59-37,0.6145833333333334,0
1969,MIN,MIN,CHW,162,1969-10-02,97-65,0.5987654320987654,1
1969,NYM,NYM,MON,92,1969-07-20,53-39,0.5760869565217391,0
1969,NYM,NYM,CHC,162,1969-10-02,100-62,0.6172839506172839,1
1969,NYY,NYY,WSA,99,1969-07-20,46-52,0.46938775510204084,0
1969,NYY,NYY,CLE,162,1969-10-01,80-81,0.4968944099378882,1
1969,OAK,OAK,CAL,92,1969-07-20,53-39,0.5760869565217391,0
1969,OAK,OAK,SEP,162,1969-10-02,88-74,0.5432098765432098,1
1969,PHI,PHI,CHC,94,1969-07-20,39-55,0.4148936170212766,0
1969,PHI,PHI,STL,162,1969-10-02,63-99,0.3888888888888889,1
1969,PIT,PIT,STL,95,1969-07-19,47-48,0.49473684210526314,0
1969,PIT,PIT,MON,162,1969-10-02,88-74,0.5432098765432098,1
1969,SDP,SDP,ATL,98,1969-07-20,33-65,0.336734693877551,0
1969,SDP,SDP,SFG,162,1969-10-02,52-110,0.32098765432098764,1
1969,SFG,SFG,LAD,96,1969-07-20,54-42,0.5625,0
1969,SFG,SFG,SDP,162,1969-10-02,90-72,0.5555555555555556,1
1969,STL,STL,PIT,97,1969-07-19,49-48,0.5051546391752577,0
1969,STL,STL,PHI,162,1969-10-02,87-75,0.5370370370370371,1
1969,TEX,WSA,NYY,101,1969-07-20,51-50,0.504950495049505,0
1969,TEX,WSA,BOS,162,1969-10-01,86-76,0.5308641975308642,1
1969,WSN,MON,NYM,96,1969-07-20,31-65,0.3229166666666667,0
1969,WSN,MON,PIT,162,1969-10-02,52-110,0.32098765432098764,1
1970,ATL,ATL,CIN,86,1970-07-12,42-44,0.4883720930232558,0
1970,ATL,ATL,CIN,162,1970-10-01,76-86,0.4691358024691358,1
1970,BAL,BAL,DET,87,1970-07-12,54-33,0.6206896551724138,0
1970,BAL,BAL,WSA,162,1970-10-01,108-54,0.6666666666666666,1
1970,BOS,BOS,CLE,85,1970-07-12,44-41,0.5176470588235295,0
1970,BOS,BOS,NYY,162,1970-09-30,87-75,0.5370370370370371,1
1970,CHC,CHC,PHI,85,1970-07-12,43-42,0.5058823529411764,0
1970,CHC,CHC,NYM,162,1970-10-01,84-78,0.5185185185185185,1
1970,CHW,CHW,KCR,89,1970-07-12,31-58,0.34831460674157305,0
1970,CHW,CHW,CAL,162,1970-10-01,56-106,0.345679012345679,1
1970,CIN,CIN,ATL,88,1970-07-12,62-26,0.7045454545454546,0
1970,CIN,CIN,ATL,162,1970-10-01,102-60,0.6296296296296297,1
1970,CLE,CLE,BOS,86,1970-07-12,38-48,0.4418604651162791,0
1970,CLE,CLE,DET,162,1970-10-01,76-86,0.4691358024691358,1
1970,DET,DET,BAL,85,1970-07-12,47-38,0.5529411764705883,0
1970,DET,DET,CLE,162,1970-10-01,79-83,0.4876543209876543,1
1970,HOU,HOU,SFG,88,1970-07-12,37-51,0.42045454545454547,0
1970,HOU,HOU,SFG,162,1970-10-01,79-83,0.4876543209876543,1
1970,KCR,KCR,CHW,85,1970-07-12,33-52,0.38823529411764707,0
1970,KCR,KCR,MIN,162,1970-10-01,65-97,0.4012345679012346,1
1970,LAA,CAL,MIN,86,1970-07-12,51-35,0.5930232558139535,0
1970,LAA,CAL,CHW,162,1970-10-01,86-76,0.5308641975308642,1
1970,LAD,LAD,SDP,86,1970-07-12,51-35,0.5930232558139535,0
1970,LAD,LAD,SDP,161,1970-10-01,87-74,0.5403726708074534,1
1970,MIL,MIL,OAK,90,1970-07-12,32-57,0.3595505617977528,0
1970,MIL,MIL,OAK,163,1970-10-01,65-97,0.4012345679012346,1
1970,MIN,MIN,CAL,82,1970-07-12,54-28,0.6585365853658537,0
1970,MIN,MIN,KCR,162,1970-10-01,98-64,0.6049382716049383,1
1970,NYM,NYM,MON,86,1970-07-12,47-39,0.5465116279069767,0
1970,NYM,NYM,CHC,162,1970-10-01,83-79,0.5123456790123457,1
