position,name,club_team,group,international_team
Defender,José Luis Rodríguez,Nacional,H,Uruguay
Midfielder,Matías Vecino,Lazio,H,Uruguay
Midfielder,Rodrigo Bentancur,Tottenham Hotspur,H,Uruguay
Midfielder,Nicolás de la Cruz,River Plate,H,Uruguay
Midfielder,Facundo Pellistri,Manchester United,H,Uruguay
Midfielder,Giorgian de Arrascaeta,Flamengo,H,Uruguay
Midfielder,Lucas Torreira,Galatasaray,H,Uruguay
Midfielder,Federico Valverde,Real Madrid,H,Uruguay
Midfielder,Facundo Torres,Orlando City SC,H,Uruguay
Midfielder,Manuel Ugarte,Sporting CP,H,Uruguay
Forward,Luis Suárez,Nacional,H,Uruguay
Forward,Darwin Núñez,Liverpool,H,Uruguay
Forward,Maxi Gómez,Trabzonspor,H,Uruguay
Forward,Edinson Cavani,Valencia,H,Uruguay
Forward,Agustín Canobbio,Athletico-PR,H,Uruguay
Goalkeeper,Kim Seung-Gyu,Al Shabab,H,South Korea
Goalkeeper,Song Bum-Keun,Jeonbuk Motors,H,South Korea
Goalkeeper,Jo Hyeon-Woo,Ulsan Hyundai,H,South Korea
Defender,Yoon Jong-Gyu,FC Seoul,H,South Korea
Defender,Kim Jin-Su,Jeonbuk Motors,H,South Korea
Defender,Kim Min-Jae,Napoli,H,South Korea
Defender,Hong Chul,Daegu FC,H,South Korea
Defender,Kim Moon-Hwan,Jeonbuk Motors,H,South Korea
Defender,Kim Young-Gwon,Ulsan Hyundai,H,South Korea
Defender,Kwon Kyung-Won,Gamba Osaka,H,South Korea
Defender,Kim Tae-Hwan,Ulsan Hyundai,H,South Korea
Defender,Cho Yu-Min,South Korea,H,South Korea
Midfielder,Jung Woo-Young,Al Sadd,H,South Korea
Midfielder,Hwang In-Beom,Olympiakos,H,South Korea
Midfielder,Paik Seung-Ho,Jeonbuk Motors,H,South Korea
Midfielder,Lee Jae-Sung,Mainz,H,South Korea
Midfielder,Son Jun-Ho,Shandong Taishan,H,South Korea
Midfielder,Lee Kang-In,Mallorca,H,South Korea
Midfielder,Kwon Chang-Hoon,SC Freiburg,H,South Korea
Midfielder,Jeong Woo-Yeong,SC Freiburg,H,South Korea
Forward,Son Heung-Min,Tottenham Hotspur,H,South Korea
Forward,Cho Gue-Sung,Jeonbuk Motors,H,South Korea
Forward,Hwang Hee-Chan,Wolverhampton Wanderers,H,South Korea
Forward,Hwang Ui-Jo,Olympiakos,H,South Korea
Forward,Na Sang-Ho,FC Tokyo,H,South Korea
Forward,Song Min-Kyu,Jeonbuk Motors,H,South Korea
