player_id,name,position,bench_reps,broad_jump,cone,shuttle,forty_yd,vertical,draft_pick,draft_round,weight,height,dk_score,10_yd,position_label
CoreCo00,Cody Core,WR,14.0,119.0,0.0,0.0,4.47,31.5,199.0,6.0,205,75.0,37.00000000000001,UNK,5
CosbQu00,Quan Cosby,WR,0.0,0.0,7.28,4.47,4.5,0.0,0.0,0.0,196,69.0,9.3,UNK,5
CotcJe00,Jerricho Cotchery,WR,0.0,121.0,6.93,3.91,4.54,36.0,108.0,4.0,212,72.0,18.0,UNK,5
CottBr00,Brad Cottam,TE,24.0,0.0,0.0,0.0,4.63,33.0,76.0,3.0,270,79.0,13.3,UNK,3
CousKi00,Kirk Cousins,QB,0.0,109.0,7.05,4.5,4.84,28.5,102.0,4.0,214,75.0,36.84,UNK,1
CrabMi00,Michael Crabtree,WR,0.0,0.0,0.0,0.0,4.54,0.0,10.0,1.0,215,73.0,122.5,UNK,5
CrawCa00,Casey Crawford,TE,18.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,244,78.0,14.7,UNK,3
CrinJu00,Juron Criner,WR,17.0,117.0,7.15,4.3,4.66,38.0,168.0,5.0,224,74.0,37.1,UNK,5
CrocJo00,John Crockett,RB,15.0,125.0,7.15,4.25,4.62,40.0,0.0,0.0,217,72.0,2.1,UNK,2
CrowIs00,Isaiah Crowell,RB,23.0,117.0,0.0,0.0,4.57,38.0,0.0,0.0,224,71.0,126.40000000000002,UNK,2
CrowJa00,Jamison Crowder,WR,10.0,115.0,7.17,4.32,4.56,37.0,105.0,4.0,185,68.0,134.6,UNK,5
CroyBr00,Brodie Croyle,QB,0.0,104.0,7.34,4.25,4.88,30.5,85.0,3.0,205,74.0,-1.3800000000000001,UNK,1
CrumAl00,Alge Crumpler,TE,22.0,112.0,7.38,4.43,4.76,34.0,35.0,2.0,266,74.0,76.0,UNK,3
CunnJu00,Justice Cunningham,TE,0.0,116.0,7.12,4.45,4.94,31.5,254.0,7.0,258,75.0,1.4,UNK,3
CurrRo01,Ronald Curry,WR,0.0,115.0,7.06,4.11,4.59,35.0,235.0,7.0,220,74.0,0.0,UNK,5
CurtKe00,Kevin Curtis,WR,0.0,122.0,6.76,3.99,4.42,36.0,74.0,3.0,186,71.0,5.3,UNK,5
CutlJa00,Jay Cutler,QB,23.0,0.0,7.1,4.26,4.77,0.0,11.0,1.0,226,75.0,72.84,UNK,1
DaltAn00,Andy Dalton,QB,0.0,106.0,6.93,4.27,4.83,29.5,35.0,2.0,215,74.0,230.12,UNK,1
DaniOw00,Owen Daniels,TE,23.0,114.0,6.87,4.1,4.65,34.5,98.0,4.0,253,75.0,99.2,UNK,3
DarbKe00,Kenneth Darby,RB,19.0,108.0,7.25,4.53,4.75,30.0,246.0,7.0,211,70.0,4.5,UNK,2
DarlDe00,Devard Darling,WR,0.0,129.0,0.0,0.0,4.52,37.0,82.0,3.0,213,73.0,2.5,UNK,5
DaveNa00,Najeh Davenport,RB,0.0,0.0,0.0,0.0,4.57,0.0,135.0,4.0,248,73.0,32.7,UNK,2
DaveRo01,Rohan Davey,QB,0.0,0.0,0.0,0.0,4.74,0.0,117.0,4.0,245,74.0,-0.28,UNK,1
DaviAn01,Andre' Davis,WR,0.0,123.0,6.77,4.1,4.42,39.5,47.0,2.0,194,73.0,121.7,UNK,5
DaviCh02,Chris Davis,WR,0.0,115.0,6.66,4.14,4.5,35.5,128.0,4.0,181,70.0,10.7,UNK,5
DaviCh03,Chris Davis,WR,0.0,115.0,6.66,4.14,4.5,35.5,128.0,4.0,181,70.0,1.6,UNK,5
DaviDo01,Domanick Williams,RB,22.0,112.0,7.32,4.47,4.63,32.5,101.0,4.0,213,69.0,245.20000000000002,UNK,2
DaviFr01,Fred Davis,TE,24.0,0.0,0.0,0.0,4.68,0.0,48.0,2.0,255,75.0,5.4,UNK,3
DaviGe00,Geremy Davis,WR,23.0,124.0,6.86,4.18,4.49,36.5,186.0,6.0,216,74.0,4.1,UNK,5
DaviJa03,James Davis,RB,17.0,109.0,7.15,4.37,4.45,32.0,195.0,6.0,218,71.0,6.0,UNK,2
DaviKe01,Kellen Davis,TE,22.0,118.0,7.25,4.38,4.59,28.0,158.0,5.0,262,78.0,0.0,UNK,3
DaviKn00,Knile Davis,RB,31.0,121.0,6.96,4.38,4.37,33.5,96.0,3.0,227,71.0,72.70000000000002,UNK,2
DaviMi01,Mike Davis,RB,17.0,116.0,7.0,4.18,4.61,34.0,126.0,4.0,217,69.0,16.6,UNK,2
DaviTr03,Trevor Davis,WR,11.0,124.0,6.6,4.22,4.42,38.5,0.0,0.0,188,73.0,11.4,UNK,5
DaviVe00,Vernon Davis,TE,33.0,128.0,7.0,4.17,4.38,42.0,6.0,1.0,254,75.0,65.0,UNK,3
DawsJa00,JaJuan Dawson,WR,0.0,117.0,6.96,4.16,4.55,34.0,79.0,3.0,199,73.0,24.700000000000003,UNK,5
DaynRo00,Ron Dayne,RB,0.0,0.0,0.0,0.0,4.65,0.0,11.0,1.0,259,71.0,114.1,UNK,2
DeckEr00,Eric Decker,WR,15.0,0.0,0.0,0.0,4.54,0.0,87.0,3.0,217,75.0,22.6,UNK,5
DickDo00,Dorin Dickerson,TE,24.0,125.0,6.96,4.3,4.4,43.5,227.0,7.0,226,73.0,0.0,UNK,3
DickEd00,Ed Dickson,TE,23.0,115.0,7.32,4.59,4.59,34.0,70.0,3.0,249,76.0,32.2,UNK,3
DiggSt00,Stefon Diggs,WR,0.0,115.0,7.03,4.32,4.46,35.0,146.0,5.0,195,72.0,155.30000000000004,UNK,5
DillJa00,Jarett Dillard,WR,13.0,129.0,7.1,4.41,4.5,42.5,144.0,5.0,191,70.0,16.6,UNK,5
DixoAn00,Anthony Dixon,RB,15.0,121.0,7.09,4.49,4.67,33.0,173.0,6.0,233,73.0,41.800000000000004,UNK,2
DixoDe00,Dennis Dixon,QB,0.0,0.0,0.0,0.0,4.58,0.0,156.0,5.0,195,75.0,-0.18000000000000005,UNK,1
DixoKe00,Kenneth Dixon,RB,18.0,121.0,6.97,4.28,4.56,37.5,134.0,4.0,215,70.0,102.39999999999999,UNK,2
DobsAa00,Aaron Dobson,WR,0.0,0.0,0.0,0.0,4.37,0.0,59.0,2.0,210,75.0,115.89999999999999,UNK,5
DoctJo00,Josh Doctson,WR,14.0,131.0,6.84,4.08,4.5,41.0,22.0,1.0,202,74.0,8.6,UNK,5
DorsPh00,Phillip Dorsett,WR,13.0,122.0,6.7,4.11,4.33,37.0,29.0,1.0,185,70.0,48.199999999999996,UNK,5
DossTa00,Tandon Doss,WR,14.0,0.0,0.0,0.0,4.62,0.0,123.0,4.0,201,74.0,0.0,UNK,5
DoucEa00,Early Doucet,WR,0.0,0.0,0.0,0.0,4.59,0.0,81.0,3.0,209,72.0,23.0,UNK,5
DougHa00,Harry Douglas,WR,0.0,120.0,6.57,4.12,4.51,31.0,84.0,3.0,176,71.0,79.89999999999999,UNK,5
DrakKe00,Kenyan Drake,RB,10.0,123.0,7.04,4.21,4.45,34.5,73.0,3.0,210,73.0,49.50000000000001,UNK,2
DrauSh00,Shaun Draughn,RB,21.0,118.0,7.15,4.2,4.73,34.0,0.0,0.0,213,71.0,0.0,UNK,2
DrayJi00,Jim Dray,TE,17.0,0.0,0.0,0.0,4.82,0.0,233.0,7.0,246,77.0,7.700000000000001,UNK,3
DreeJo00,Joel Dreessen,TE,22.0,113.0,7.09,4.01,4.72,36.0,198.0,6.0,260,76.0,9.1,UNK,3
DrewMa00,Maurice Jones-Drew,RB,18.0,116.0,7.08,4.38,4.39,36.0,60.0,2.0,207,67.0,288.7,UNK,2
DuarTh00,Thomas Duarte,WR,12.0,118.0,6.97,4.24,4.72,33.5,231.0,7.0,231,74.0,0.0,UNK,5
DudlKe00,Kevin Dudley,RB,19.0,109.0,7.25,4.56,4.91,30.0,0.0,0.0,238,72.0,0.0,UNK,2
DugaJe00,Jeff Dugan,TE,21.0,109.0,7.4,4.32,5.0,28.0,220.0,7.0,263,76.0,0.0,UNK,3
DugaRo00,Ron Dugans,WR,0.0,117.0,0.0,0.0,4.58,0.0,66.0,3.0,206,73.0,32.5,UNK,5
DunbLa20,LaTarence Dunbar,WR,0.0,122.0,7.41,4.35,4.52,34.0,196.0,6.0,196,71.0,0.0,UNK,5
DwyeJo00,Jonathan Dwyer,RB,15.0,107.0,7.56,4.67,4.64,33.0,188.0,6.0,229,71.0,2.8000000000000003,UNK,2
EbroEr00,Eric Ebron,TE,24.0,120.0,0.0,0.0,4.6,32.0,10.0,1.0,250,76.0,55.80000000000001,UNK,3
EdisDo00,Dominique Edison,WR,0.0,120.0,0.0,4.18,4.42,37.0,206.0,6.0,204,74.0,0.0,UNK,5
EdwaAr00,Armanti Edwards,QB,0.0,0.0,0.0,0.0,4.41,0.0,89.0,3.0,187,71.0,0.7000000000000001,UNK,1
EdwaBr00,Braylon Edwards,WR,0.0,0.0,0.0,0.0,4.45,0.0,3.0,1.0,211,75.0,104.20000000000002,UNK,5
EdwaTe00,Terrence Edwards,WR,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,176,72.0,2.0,UNK,5
EdwaTr01,Trent Edwards,QB,19.0,0.0,7.14,4.46,4.76,0.0,92.0,3.0,231,76.0,90.1,UNK,1
EgneMi00,Michael Egnew,TE,21.0,131.0,7.03,4.32,4.52,36.0,78.0,3.0,252,77.0,0.0,UNK,3
EifeTy00,Tyler Eifert,TE,22.0,119.0,6.92,4.32,4.68,35.5,21.0,1.0,250,77.0,95.49999999999999,UNK,3
ElliAn00,Andre Ellington,RB,0.0,122.0,0.0,0.0,4.61,34.0,187.0,6.0,199,69.0,168.29999999999998,UNK,2
ElliBr00,Bruce Ellington,WR,15.0,120.0,6.69,3.95,4.45,39.5,106.0,4.0,197,69.0,33.0,UNK,5
ElliEz00,Ezekiel Elliott,RB,0.0,118.0,0.0,0.0,4.47,32.5,4.0,1.0,225,72.0,348.40000000000003,UNK,2
EnunQu00,Quincy Enunwa,WR,19.0,0.0,0.0,0.0,4.41,0.0,209.0,6.0,225,74.0,0.0,UNK,5
EppsDe00,Dedrick Epps,TE,19.0,0.0,0.0,0.0,4.7,0.0,235.0,7.0,250,75.0,0.0,UNK,3
ErtzZa00,Zach Ertz,TE,24.0,111.0,7.08,4.47,4.76,30.5,35.0,2.0,249,77.0,106.90000000000002,UNK,3
ErviTy00,Tyler Ervin,RB,17.0,130.0,0.0,0.0,4.41,39.0,119.0,4.0,192,70.0,5.1,UNK,2
EscoGa00,Gavin Escobar,TE,0.0,114.0,7.07,4.31,4.84,32.0,47.0,2.0,254,78.0,34.4,UNK,3
EuhuTi00,Tim Euhus,TE,25.0,115.0,6.99,4.13,4.93,34.5,109.0,4.0,260,77.0,32.8,UNK,3
EvanDa00,Darren Evans,RB,26.0,111.0,6.96,4.46,4.56,35.0,0.0,0.0,227,72.0,0.0,UNK,2
EvanLe00,Lee Evans,WR,0.0,120.0,0.0,0.0,4.39,34.5,13.0,1.0,197,71.0,200.8,UNK,5
EvanMi00,Mike Evans,WR,12.0,0.0,7.08,4.26,4.53,37.0,7.0,1.0,231,77.0,254.10000000000002,UNK,5
FarmDa00,Danny Farmer,WR,0.0,0.0,0.0,0.0,4.58,0.0,103.0,4.0,217,75.0,48.800000000000004,UNK,5
FasaAn00,Anthony Fasano,TE,19.0,112.0,6.94,4.34,4.72,33.5,53.0,2.0,259,76.0,26.599999999999998,UNK,3
FasaRa00,Randy Fasani,QB,0.0,106.0,6.75,3.87,4.77,31.5,137.0,5.0,224,75.0,12.34,UNK,1
FasoCi00,Ciatrick Fason,RB,0.0,0.0,0.0,0.0,4.58,0.0,112.0,4.0,207,73.0,30.2,UNK,2
FaurJo00,Joseph Fauria,TE,17.0,0.0,0.0,0.0,4.82,0.0,0.0,0.0,259,79.0,80.69999999999999,UNK,3
FeltJe00,Jerome Felton,RB,30.0,110.0,7.2,4.46,4.68,32.5,146.0,5.0,241,72.0,14.700000000000001,UNK,2
FergJo02,Josh Ferguson,RB,21.0,120.0,0.0,0.0,4.48,34.5,0.0,0.0,198,69.0,35.6,UNK,2
FergRo00,Robert Ferguson,WR,0.0,120.0,7.24,4.07,4.48,36.5,41.0,2.0,205,73.0,0.0,UNK,5
FiamTo00,Tony Fiammetta,RB,30.0,112.0,7.31,4.49,4.58,34.0,128.0,4.0,245,72.0,0.0,UNK,2
FiguYa00,Yamon Figurs,WR,0.0,123.0,6.85,4.21,4.3,0.0,74.0,3.0,174,71.0,16.5,UNK,5
FineDe00,Derek Fine,TE,24.0,115.0,6.8,4.19,4.83,29.0,132.0,4.0,251,75.0,25.400000000000002,UNK,3
FinlJe00,Jermichael Finley,TE,20.0,117.0,7.15,4.38,4.82,27.5,91.0,3.0,243,76.0,19.4,UNK,3
FishTo00,Tony Fisher,RB,21.0,126.0,7.0,4.13,4.66,41.5,0.0,0.0,226,73.0,65.3,UNK,2
FitzLa00,Larry Fitzgerald,WR,0.0,0.0,0.0,0.0,4.48,0.0,3.0,1.0,225,75.0,185.39999999999998,UNK,5
FitzRy00,Ryan Fitzpatrick,QB,0.0,105.0,7.09,4.07,4.86,30.5,250.0,7.0,232,74.0,60.480000000000004,UNK,1
FlacJo00,Joe Flacco,QB,0.0,110.0,6.82,4.27,4.84,28.5,18.0,1.0,236,78.0,198.14000000000004,UNK,1
FleeCo00,Coby Fleener,TE,27.0,0.0,0.0,0.0,4.51,0.0,34.0,2.0,247,78.0,66.10000000000001,UNK,3
FlemTr00,Troy Fleming,RB,0.0,120.0,6.94,3.91,4.62,32.0,191.0,6.0,230,72.0,51.400000000000006,UNK,2
FlemZe00,Zeron Flemister,TE,14.0,116.0,6.92,4.16,4.72,37.0,0.0,0.0,249,76.0,1.8,UNK,3
FloyMi00,Michael Floyd,WR,16.0,122.0,0.0,0.0,4.4,36.5,13.0,1.0,220,75.0,116.19999999999999,UNK,5
FlynMa00,Matt Flynn,QB,0.0,109.0,7.21,4.34,4.79,28.0,209.0,7.0,231,74.0,0.6400000000000001,UNK,1
FoleNi00,Nick Foles,QB,0.0,112.0,0.0,0.0,5.03,30.5,88.0,3.0,243,77.0,103.16,UNK,1
FordJa01,Jacoby Ford,WR,15.0,115.0,7.0,4.44,4.28,33.5,108.0,4.0,186,69.0,135.49999999999997,UNK,5
FordMi00,Michael Ford,RB,25.0,130.0,6.87,4.25,4.5,38.5,0.0,0.0,210,69.0,0.0,UNK,2
ForsJu00,Justin Forsett,RB,26.0,112.0,6.96,0.0,4.62,26.5,233.0,7.0,194,68.0,0.0,UNK,2
FortMa00,Matt Forte,RB,23.0,118.0,6.84,4.23,4.44,33.0,44.0,2.0,217,73.0,315.50000000000006,UNK,2
FostAr00,Arian Foster,RB,23.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,226,73.0,64.0,UNK,2
FostLa00,Larry Foster,WR,0.0,121.0,6.88,4.06,4.55,37.0,0.0,0.0,198,70.0,46.599999999999994,UNK,5
FranBu00,Bubba Franks,TE,0.0,0.0,0.0,0.0,4.85,0.0,14.0,1.0,265,78.0,76.3,UNK,3
FranCa20,Carlos Francis,WR,0.0,114.0,6.97,4.06,4.33,38.5,99.0,4.0,198,69.0,0.0,UNK,5
FranJo01,Johnathan Franklin,RB,18.0,115.0,6.89,4.31,4.49,31.5,125.0,4.0,205,70.0,26.700000000000003,UNK,2
FranWi00,Will Franklin,WR,0.0,0.0,0.0,0.0,4.37,34.5,105.0,4.0,214,72.0,15.3,UNK,5
FreeDe00,Devonta Freeman,RB,0.0,118.0,7.11,4.26,4.58,31.5,103.0,4.0,206,68.0,89.30000000000001,UNK,2
FreeJo00,Josh Freeman,QB,0.0,119.0,7.11,4.43,4.9,33.5,17.0,1.0,248,78.0,115.4,UNK,1
FryeCh00,Charlie Frye,QB,0.0,113.0,6.94,4.08,4.79,33.0,67.0,3.0,225,76.0,63.07999999999999,UNK,1
FulcMo20,Mondriel Fulcher,TE,18.0,116.0,7.46,4.52,4.85,27.0,227.0,7.0,253,75.0,0.0,UNK,3
FullWi01,Will Fuller,WR,10.0,126.0,6.93,4.27,4.32,33.5,21.0,1.0,186,72.0,134.20000000000005,UNK,5
FuncDe00,Devin Funchess,WR,17.0,122.0,0.0,0.0,4.7,38.5,41.0,2.0,232,76.0,111.3,UNK,5
GabbBl00,Blaine Gabbert,QB,0.0,120.0,6.84,4.26,4.61,33.5,10.0,1.0,234,76.0,135.36,UNK,1
GabrDo00,Doug Gabriel,WR,0.0,116.0,7.05,4.16,4.52,35.5,167.0,5.0,213,74.0,8.7,UNK,5
GaffJa00,Jabar Gaffney,WR,0.0,0.0,6.87,4.06,4.56,0.0,33.0,2.0,193,73.0,100.86,UNK,5
GageJu00,Justin Gage,WR,0.0,0.0,0.0,0.0,4.45,0.0,143.0,5.0,217,76.0,65.8,UNK,5
GainMi00,Michael Gaines,TE,18.0,109.0,7.44,4.18,5.06,33.0,232.0,7.0,275,74.0,7.4,UNK,3
GanaTe00,Terrance Ganaway,RB,0.0,119.0,7.15,4.25,4.61,37.5,202.0,6.0,239,71.0,0.0,UNK,2
GantQu00,Quinton Ganther,RB,29.0,119.0,7.19,0.0,4.5,35.0,246.0,7.0,218,69.0,0.0,UNK,2
GarcPi00,Pierre Garcon,WR,20.0,125.0,6.9,4.19,4.42,36.5,205.0,6.0,210,72.0,6.3,UNK,5
GardRo00,Rod Gardner,WR,0.0,0.0,0.0,0.0,4.48,0.0,15.0,1.0,219,74.0,148.70000000000002,UNK,5
GardTa00,Talman Gardner,WR,0.0,116.0,7.54,4.43,4.44,34.5,231.0,7.0,205,73.0,5.9,UNK,5
GaroJi00,Jimmy Garoppolo,QB,0.0,110.0,7.04,4.26,4.97,30.5,62.0,2.0,226,74.0,12.18,UNK,1
GarrDa00,David Garrard,QB,0.0,111.0,7.35,4.26,4.82,33.5,108.0,4.0,235,74.0,37.14,UNK,1
GateCl00,Clyde Gates,WR,16.0,131.0,0.0,0.0,4.31,40.0,111.0,4.0,192,72.0,4.300000000000001,UNK,5
GaylTr00,Trevor Gaylor,WR,0.0,121.0,7.03,4.29,4.56,37.5,111.0,4.0,199,75.0,37.199999999999996,UNK,5
GerhTo00,Toby Gerhart,RB,22.0,118.0,6.94,4.25,4.5,38.0,51.0,2.0,231,72.0,75.89999999999999,UNK,2
GermRe00,Reggie Germany,WR,0.0,0.0,0.0,0.0,4.39,0.0,214.0,7.0,183,73.0,32.3,UNK,5
GettDa00,David Gettis,WR,15.0,124.0,6.94,4.41,4.43,34.5,198.0,6.0,217,75.0,109.0,UNK,5
GibsBr00,Brandon Gibson,WR,0.0,0.0,0.0,0.0,4.59,0.0,194.0,6.0,210,72.0,74.8,UNK,5
GillCr00,Crockett Gillmore,TE,0.0,120.0,7.42,4.44,4.89,33.5,99.0,3.0,260,78.0,28.099999999999998,UNK,3
GillMi00,Mike Gillislee,RB,15.0,119.0,7.12,4.4,4.55,30.5,164.0,5.0,208,71.0,2.1,UNK,2
GilyMa00,Mardy Gilyard,WR,0.0,116.0,6.92,4.4,4.61,39.0,99.0,4.0,187,72.0,12.299999999999999,UNK,5
GinnTe00,Ted Ginn,WR,0.0,0.0,0.0,0.0,4.38,0.0,9.0,1.0,178,71.0,94.3,UNK,5
GiveCh00,Chris Givens,WR,19.0,118.0,6.97,4.23,4.35,33.5,96.0,4.0,198,71.0,134.00000000000003,UNK,5
GiveDa00,David Givens,WR,0.0,126.0,6.82,4.13,4.56,40.5,253.0,7.0,217,72.0,24.2,UNK,5
GlenMi00,Mike Glennon,QB,0.0,102.0,7.49,4.52,4.94,26.5,73.0,3.0,225,79.0,175.01999999999998,UNK,1
GoffJa00,Jared Goff,QB,0.0,110.0,7.17,4.47,4.82,27.0,1.0,1.0,215,76.0,64.16,UNK,1
GonzAn00,Anthony Gonzalez,WR,0.0,123.0,6.54,4.08,4.44,38.0,32.0,1.0,193,72.0,118.60000000000001,UNK,5
GoodMa00,Marquise Goodwin,WR,13.0,132.0,0.0,0.0,4.27,0.0,78.0,3.0,183,69.0,64.60000000000001,UNK,5
GoodMi00,Mike Goodson,RB,14.0,118.0,6.89,4.22,4.43,39.5,111.0,4.0,208,72.0,8.4,UNK,2
GordLa00,Lamar Gordon,RB,16.0,119.0,0.0,0.0,4.55,34.0,84.0,3.0,214,73.0,98.6,UNK,2
GordMe00,Melvin Gordon,RB,19.0,126.0,7.04,4.07,4.52,35.0,15.0,1.0,215,73.0,116.3,UNK,2
GoreFr00,Frank Gore,RB,0.0,0.0,0.0,0.0,4.58,0.0,65.0,3.0,217,69.0,109.9,UNK,2
GradBr00,Bruce Gradkowski,QB,0.0,107.0,7.12,4.16,4.59,34.0,194.0,6.0,217,73.0,109.53999999999999,UNK,1
GragCh00,Chris Gragg,TE,18.0,125.0,7.08,4.51,4.5,37.5,222.0,7.0,244,75.0,16.3,UNK,3
GrahDa00,Daniel Graham,TE,0.0,118.0,0.0,0.0,4.64,36.0,21.0,1.0,248,75.0,36.0,UNK,3
GrahGa00,Garrett Graham,TE,20.0,112.0,7.09,4.35,4.71,34.5,118.0,4.0,243,75.0,0.0,UNK,3
GrahJi00,Jimmy Graham,TE,0.0,120.0,6.9,4.45,4.53,38.5,95.0,3.0,260,78.0,96.89999999999999,UNK,3
GrahRa00,Ray Graham,RB,18.0,112.0,7.17,4.21,4.8,32.5,0.0,0.0,199,69.0,3.0,UNK,2
GranRy01,Ryan Grant,WR,8.0,119.0,6.68,4.11,4.64,35.5,142.0,5.0,199,72.0,13.8,UNK,5
GrayCy00,Cyrus Gray,RB,21.0,114.0,7.17,0.0,4.4,32.5,182.0,6.0,206,70.0,8.200000000000001,UNK,2
GrayGa00,Garrett Grayson,QB,0.0,0.0,0.0,0.0,4.75,0.0,75.0,3.0,213,74.0,0.0,UNK,1
GrayMa00,MarQueis Gray,TE,15.0,111.0,7.25,4.3,4.65,30.0,0.0,0.0,240,75.0,7.1000000000000005,UNK,3
GreeAl00,Alex Green,RB,20.0,114.0,6.91,4.15,4.45,34.0,96.0,3.0,225,72.0,2.7,UNK,2
GreeBe00,BenJarvus Green-Ellis,RB,24.0,114.0,0.0,0.0,4.6,30.5,0.0,0.0,219,71.0,67.2,UNK,2
GreeDo00,Dorial Green-Beckham,WR,13.0,119.0,6.89,4.45,4.49,33.5,40.0,2.0,237,77.0,116.89999999999998,UNK,5
GreeLa00,Ladarius Green,TE,16.0,124.0,7.12,4.47,4.45,34.5,110.0,4.0,238,78.0,9.6,UNK,3
GreeMi00,Mike Green,RB,0.0,118.0,0.0,4.2,4.53,38.5,0.0,0.0,189,72.0,0.0,UNK,2
GreeRa00,Rashad Greene,WR,0.0,122.0,6.88,4.12,4.53,36.5,139.0,5.0,182,71.0,46.300000000000004,UNK,5
GreeSh00,Shonn Greene,RB,19.0,121.0,7.1,4.4,4.55,37.0,65.0,3.0,227,70.0,69.0,UNK,2
GreeSk20,Skyler Green,WR,0.0,118.0,0.0,0.0,4.53,34.0,125.0,4.0,192,69.0,0.0,UNK,5
GreeVi00,Virgil Green,TE,23.0,130.0,6.9,4.4,4.54,42.5,204.0,7.0,249,75.0,5.4,UNK,3
GreeWi01,William Green,RB,27.0,121.0,0.0,0.0,4.6,42.0,16.0,1.0,221,72.0,161.0,UNK,2
GresJe00,Jermaine Gresham,TE,20.0,113.0,7.07,4.53,4.66,35.0,21.0,1.0,261,77.0,123.1,UNK,3
GricMa00,Marion Grice,RB,0.0,0.0,0.0,0.0,4.67,0.0,201.0,6.0,208,72.0,20.0,UNK,2
GrifQu00,Quentin Griffin,RB,21.0,123.0,0.0,4.08,4.48,38.0,108.0,4.0,195,67.0,51.6,UNK,2
GrifRo01,Robert Griffin,QB,0.0,120.0,0.0,0.0,4.33,39.0,2.0,1.0,223,74.0,338.50000000000006,UNK,1
GronDa00,Dan Gronkowski,TE,26.0,122.0,6.92,4.26,4.79,33.0,255.0,7.0,255,77.0,1.4,UNK,3
GronRo00,Rob Gronkowski,TE,23.0,0.0,0.0,0.0,4.68,0.0,42.0,2.0,264,78.0,159.60000000000002,UNK,3
GrosRe00,Rex Grossman,QB,0.0,0.0,0.0,0.0,5.06,0.0,22.0,1.0,217,73.0,24.38,UNK,1
GurlTo01,Todd Gurley,RB,17.0,0.0,0.0,0.0,4.52,0.0,10.0,1.0,222,73.0,225.39999999999998,UNK,2
GutiMa00,Matt Gutierrez,QB,0.0,108.0,6.99,4.28,5.0,29.5,0.0,0.0,232,76.0,-0.7000000000000001,UNK,1
HagaDe00,Derek Hagan,WR,0.0,124.0,0.0,4.07,4.45,36.0,82.0,3.0,208,74.0,49.10000000000001,UNK,5
HallMa00,Max Hall,QB,0.0,102.0,7.07,4.35,4.84,32.0,0.0,0.0,209,73.0,12.3,UNK,1
HallRa02,Rannell Hall,WR,16.0,132.0,6.86,4.15,4.6,41.0,0.0,0.0,198,72.0,0.0,UNK,5
HambTr00,Troy Hambrick,RB,21.0,118.0,7.48,4.44,4.66,34.5,0.0,0.0,237,72.0,2.8000000000000003,UNK,2
HamiDe20,Derrick Hamilton,WR,0.0,0.0,0.0,0.0,4.54,0.0,77.0,3.0,196,75.0,0.0,UNK,5
HamiJo20,Joe Hamilton,QB,0.0,106.0,0.0,0.0,4.81,0.0,234.0,7.0,192,70.0,-0.2,UNK,1
HankLe00,Leonard Hankerson,WR,14.0,117.0,6.94,4.21,4.4,36.0,79.0,3.0,209,73.0,32.300000000000004,UNK,5
HannJa00,James Hanna,TE,24.0,122.0,6.76,4.11,4.43,36.0,186.0,6.0,252,76.0,16.6,UNK,3
HannRy00,Ryan Hannam,TE,18.0,113.0,7.07,4.21,4.69,30.5,169.0,5.0,251,74.0,8.6,UNK,3
HarbCl00,Clay Harbor,TE,30.0,120.0,0.0,4.37,4.62,40.0,125.0,4.0,252,75.0,22.2,UNK,3
HardJa00,James Hardy,WR,18.0,125.0,6.84,4.2,4.45,31.5,41.0,2.0,217,77.0,29.700000000000003,UNK,5
HardJu00,Justin Hardy,WR,11.0,114.0,6.63,4.21,4.56,36.5,107.0,4.0,192,70.0,40.4,UNK,5
HarkCo00,Cory Harkey,TE,13.0,109.0,7.4,4.69,5.06,26.5,0.0,0.0,260,76.0,3.1,UNK,3
HarpCh00,Chris Harper,WR,20.0,116.0,6.89,4.39,4.55,35.5,123.0,4.0,229,73.0,0.0,UNK,5
HarpJa01,Jamie Harper,RB,24.0,120.0,7.16,4.39,4.53,36.5,130.0,4.0,233,71.0,17.6,UNK,2
HarrDw00,Dwayne Harris,WR,10.0,111.0,6.77,4.21,4.53,34.0,176.0,6.0,203,70.0,0.0,UNK,5
HarrJe00,Jerome Harrison,RB,19.0,124.0,6.77,4.07,4.47,34.5,145.0,5.0,201,69.0,19.7,UNK,2
HarrJo00,Joey Harrington,QB,0.0,112.0,7.0,4.21,4.89,32.0,3.0,1.0,215,76.0,127.16,UNK,1
HartBe00,Ben Hartsock,TE,23.0,117.0,7.1,3.98,4.8,35.0,68.0,3.0,263,76.0,7.3,UNK,3
HartBr00,Brian Hartline,WR,0.0,120.0,6.65,4.12,4.49,34.5,108.0,4.0,195,74.0,108.5,UNK,5
HartMi00,Mike Hart,RB,23.0,110.0,0.0,0.0,4.69,28.0,202.0,6.0,206,69.0,3.7,UNK,2
HarvPe00,Percy Harvin,WR,19.0,0.0,0.0,0.0,4.39,0.0,22.0,1.0,192,71.0,203.5,UNK,5
HawkLa00,Lavelle Hawkins,WR,14.0,117.0,0.0,0.0,4.57,0.0,126.0,4.0,187,71.0,13.8,UNK,5
HayeWi00,Windrell Hayes,WR,0.0,0.0,7.33,4.18,4.5,0.0,143.0,5.0,204,71.0,18.8,UNK,5
HaygHe20,Herb Haygood,WR,0.0,114.0,6.65,4.26,4.45,33.0,144.0,5.0,193,71.0,0.0,UNK,5
