Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
473,797242327,Genghis_Khan1 (12/15),0,30.46,QB AJ McCarron RB Joe Mixon RB Kareem Hunt FLEX Darius Powe DST Giants  WR JuJu Smith-Schuster TE Xavier Grimble WR Trent Taylor WR Chris Godwin,,,
473,797279314,walterwhitesrevenge,0,30.46,RB Joe Mixon QB Patrick Mahomes II RB Kareem Hunt WR Seantavius Jones WR Roger Lewis DST Giants  WR JuJu Smith-Schuster FLEX Carlos Hyde TE O.J. Howard,,,
477,797560627,actionacton,0,30.42,RB Joe Mixon FLEX Jeremy Hill QB Alex Smith DST Chiefs  WR Justin Hunter TE David Johnson RB Carlos Hyde WR DeSean Jackson WR Mike Evans,,,
478,797445369,jbeazle,0,30.4,WR Alex Erickson RB Kareem Hunt FLEX C.J. Spiller WR Albert Wilson DST Chiefs  QB Joshua Dobbs WR JuJu Smith-Schuster RB Jeremy McNichols TE O.J. Howard,,,
478,797462248,jeffblue103 (4/15),0,30.4,WR Cody Core WR Demarcus Robinson TE Gavin Escobar QB Joshua Dobbs RB Trey Williams FLEX JuJu Smith-Schuster DST Steelers  WR DeAndre Smelter RB Doug Martin,,,
478,797486268,Ryan_Redbeard,0,30.4,WR Cody Core RB Kareem Hunt RB C.J. Spiller QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Matt Breida WR Chris Godwin TE O.J. Howard DST Buccaneers ,,,
481,797465343,Jwaz,0,30.36,TE Tyler Kroft DST Bengals  FLEX Albert Wilson QB Geno Smith WR Roger Lewis WR Justin Hunter RB Joe Williams RB Matt Breida WR Marquise Goodwin,,,
482,797508586,supermt (3/3),0,30.3,RB Joe Mixon WR Tyler Boyd FLEX Kareem Hunt RB C.J. Spiller DST Chiefs  QB Joshua Dobbs WR JuJu Smith-Schuster WR Marquise Goodwin TE O.J. Howard,,,
482,797535750,Mirage88,0,30.3,FLEX Joe Mixon WR Tyler Boyd RB Kareem Hunt TE Gavin Escobar DST Chiefs  RB Wayne Gallman QB Joshua Dobbs WR JuJu Smith-Schuster WR Marcus Tucker,,,
484,797044002,craze713,0,30.2,RB Joe Mixon WR Seantavius Jones DST Chiefs  FLEX Paul Perkins QB Joshua Dobbs WR JuJu Smith-Schuster RB Peyton Barber WR Chris Godwin TE O.J. Howard,,,
485,797279846,Archibus (13/15),0,30.18,RB Joe Mixon RB Kareem Hunt TE Evan Engram DST Giants  WR Marcus Tucker FLEX Trent Taylor QB Ryan Griffin WR Derel Walker WR Chris Godwin,,,
486,797228053,krypton90,0,30.16,RB Joe Mixon QB Patrick Mahomes II FLEX Kareem Hunt WR Gehrig Dieter WR Tyreek Hill DST Chiefs  WR Odell Beckham Jr. TE Evan Engram RB Jeremy McNichols,,,
486,797345332,mrcse13 (15/15),0,30.16,QB AJ McCarron WR Seantavius Jones TE Will Tye WR Canaan Severin WR Marcus Tucker RB Joe Williams DST 49ers  RB Doug Martin FLEX Chris Godwin,,,
486,797470134,mdw6469,0,30.16,FLEX Joe Mixon WR Tyler Boyd TE Tyler Kroft DST Bengals  QB Patrick Mahomes II RB Kareem Hunt RB Wayne Gallman WR Roger Lewis WR JuJu Smith-Schuster,,,
489,797341853,damcilr,0,30.1,WR Tyler Boyd RB Kareem Hunt DST Chiefs  RB Wayne Gallman FLEX Roger Lewis TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster WR Marquise Goodwin,,,
490,797480223,GRRRRRRRR,0,29.96,RB Joe Mixon QB Patrick Mahomes II RB Kareem Hunt WR Demarcus Robinson DST Chiefs  WR Travis Rudolph TE Evan Engram FLEX Justin Hunter WR Chris Godwin,,,
491,797524241,kswetnam1342 (1/2),0,29.9,RB Kareem Hunt RB Wayne Gallman WR Roger Lewis QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Matt Breida WR Josh Huff TE O.J. Howard DST Buccaneers ,,,
491,797426358,PatMacDaddy71,0,29.9,RB Joe Mixon WR Tyreek Hill DST Chiefs  RB Orleans Darkwa WR JuJu Smith-Schuster TE Jesse James QB Ryan Fitzpatrick WR Derel Walker FLEX O.J. Howard,,,
493,797557631,WBNECrew (6/15),0,29.86,QB AJ McCarron RB Stanley Williams FLEX Jeremy Hill WR Brandon LaFell WR A.J. Green TE Cethan Carter RB Carlos Hyde WR Mike Evans DST Buccaneers ,,,
494,797338753,stizzu,0,29.84,RB Stanley Williams RB Joe Mixon WR Brandon LaFell WR Alex Erickson WR Alonzo Russell FLEX Anthony Sherman TE Orson Charles DST Chiefs  QB Josh Johnson,,,
495,797509698,bigebeer,0,29.8,RB Joe Mixon DST Bengals  FLEX Kareem Hunt RB Orleans Darkwa QB Ryan Fitzpatrick WR DeSean Jackson WR Josh Huff WR Adam Humphries TE O.J. Howard,,,
496,797321482,ursaaawft,0,29.7,RB Joe Mixon WR Demarcus Robinson DST Chiefs  FLEX Paul Perkins WR Dwayne Harris TE Evan Engram WR Darrius Heyward-Bey QB Ryan Fitzpatrick RB Charles Sims,,,
496,797317130,ducci015,0,29.7,WR Tyler Boyd RB Wayne Gallman WR Roger Lewis QB Joshua Dobbs FLEX JuJu Smith-Schuster RB Matt Breida WR DeSean Jackson TE O.J. Howard DST Buccaneers ,,,
498,797279851,Archibus (15/15),0,29.64,RB Joe Mixon RB Kareem Hunt TE Gavin Escobar DST Chiefs  QB Josh Johnson WR Darius Powe WR JuJu Smith-Schuster FLEX Trent Taylor WR Chris Godwin,,,
499,797516116,chukicita,0,29.46,RB Spencer Ware WR Brandon Marshall WR Antonio Brown FLEX Carlos Hyde QB Jameis Winston RB Jacquizz Rodgers WR Adam Humphries TE Cameron Brate DST Buccaneers ,,,
500,797253050,jmoney0211,0,29.4,RB Joe Mixon FLEX Gavin Escobar DST Chiefs  WR Travis Rudolph QB Joshua Dobbs WR JuJu Smith-Schuster RB Jeremy McNichols WR Chris Godwin TE Antony Auclair,,,
500,797462252,jeffblue103 (5/15),0,29.4,WR Cody Core RB Kareem Hunt WR Darius Powe DST Giants  QB Joshua Dobbs RB Trey Williams FLEX Canaan Severin WR JuJu Smith-Schuster TE Xavier Grimble,,,
502,797501073,rjm2195,0,29.32,QB Andy Dalton RB Jeremy Hill WR A.J. Green TE Tyler Eifert DST Bengals  RB Spencer Ware WR Antonio Brown WR Pierre Garcon FLEX Doug Martin,,,
503,797473863,jalenb416,0,29.16,RB Joe Mixon WR Levonte Whitfield QB Patrick Mahomes II WR De'Anthony Thomas TE James Winchester DST Chiefs  WR Travis Rudolph RB Fitzgerald Toussaint FLEX Jeremy McNichols,,,
504,797559433,hillmelvin17,0,29.1,RB Kareem Hunt WR Tyreek Hill DST Chiefs  FLEX Wayne Gallman QB Joshua Dobbs WR JuJu Smith-Schuster RB Jeremy McNichols WR Chris Godwin TE O.J. Howard,,,
505,797559800,loggerman29,0,29.06,RB Joe Mixon WR Tyler Boyd QB Patrick Mahomes II RB Kareem Hunt DST Chiefs  WR Roger Lewis WR JuJu Smith-Schuster FLEX Chris Godwin TE O.J. Howard,,,
506,797498005,supermt (2/3),0,28.96,QB AJ McCarron RB Joe Mixon FLEX Kareem Hunt WR Seantavius Jones DST Chiefs  WR JuJu Smith-Schuster RB Matt Breida WR Derel Walker TE O.J. Howard,,,
507,797555418,WarpDrive69,0,28.92,QB Alex Smith RB Kareem Hunt WR Tyreek Hill DST Chiefs  RB Khalid Abdullah WR JuJu Smith-Schuster FLEX Joe Williams WR Derel Walker TE O.J. Howard,,,
508,797547412,mynameisdenver (2/2),0,28.86,RB Joe Mixon WR Tyler Boyd QB Patrick Mahomes II WR De'Anthony Thomas DST Chiefs  RB Wayne Gallman FLEX Roger Lewis WR JuJu Smith-Schuster TE O.J. Howard,,,
508,797556992,touchdowntommy,0,28.86,QB AJ McCarron WR Alonzo Russell RB C.J. Spiller DST Chiefs  WR Travis Rudolph FLEX Terrell Watson RB Peyton Barber WR Josh Huff TE O.J. Howard,,,
510,797304259,Chrisav (4/9),0,28.8,WR Tyler Boyd FLEX Kareem Hunt TE Gavin Escobar DST Chiefs  WR Brandon Marshall QB Joshua Dobbs RB Joe Williams WR Marquise Goodwin RB Peyton Barber,,,
511,797490924,Zummer,0,28.76,FLEX Joe Mixon WR Tyler Boyd QB Patrick Mahomes II RB Kareem Hunt WR Chris Conley DST Chiefs  RB Paul Perkins WR Martavis Bryant TE O.J. Howard,,,
512,797362258,Bfinney03 (1/3),0,28.66,WR Albert Wilson DST Chiefs  QB Geno Smith RB Khalid Abdullah WR Travis Rudolph TE Jerell Adams RB Fitzgerald Toussaint WR Pierre Garcon FLEX DeSean Jackson,,,
512,797263989,TerribleToms,0,28.66,RB Joe Mixon WR Alex Erickson TE Tyler Kroft RB Kareem Hunt DST Chiefs  FLEX Paul Perkins WR Roger Lewis QB Bart Houston WR JuJu Smith-Schuster,,,
514,797560519,Cip10,0,28.56,QB AJ McCarron FLEX Jeremy Hill WR Brandon LaFell WR A.J. Green DST Chiefs  TE Jerell Adams RB Jeremy McNichols RB Peyton Barber WR DeSean Jackson,,,
514,797231336,pokrking,0,28.56,QB Patrick Mahomes II RB Kareem Hunt WR Gehrig Dieter WR Jehu Chesson DST Chiefs  RB Wayne Gallman WR Eli Rogers FLEX Chris Godwin TE Alan Cross,,,
514,797441852,a_birdie_a_day (2/3),0,28.56,FLEX Tra Carson WR Tyler Boyd WR Seantavius Jones QB Geno Smith RB Wayne Gallman WR JuJu Smith-Schuster TE Vance McDonald DST 49ers  RB Doug Martin,,,
517,797356427,Yendor_dasun,0,28.5,RB Joe Mixon RB C.J. Spiller FLEX Gavin Escobar WR Roger Lewis DST Giants  WR Justin Hunter WR Marquise Goodwin QB Ryan Fitzpatrick TE O.J. Howard,,,
518,797495717,pio417,0,28.4,FLEX Joe Mixon TE Mason Schreck RB Kareem Hunt WR Demarcus Robinson DST Chiefs  RB Wayne Gallman WR Roger Lewis QB Joshua Dobbs WR Justin Hunter,,,
519,797552202,ConceptTheGreat (1/2),0,28.3,RB Jeremy Hill RB Giovani Bernard WR Tyreek Hill DST Chiefs  QB Joshua Dobbs WR Eli Rogers WR JuJu Smith-Schuster FLEX Tim Hightower TE Garrett Celek,,,
520,797242181,xXxPLOSIVE (1/5),0,28.26,QB AJ McCarron RB Joe Mixon DST Bengals  RB Kareem Hunt FLEX C.J. Spiller TE Evan Engram WR JuJu Smith-Schuster WR Marquise Goodwin WR Chris Godwin,,,
520,797242184,xXxPLOSIVE (2/5),0,28.26,QB AJ McCarron RB Joe Mixon DST Bengals  RB Kareem Hunt FLEX C.J. Spiller TE Evan Engram WR JuJu Smith-Schuster WR Marquise Goodwin WR Chris Godwin,,,
520,797242186,xXxPLOSIVE (3/5),0,28.26,QB AJ McCarron RB Joe Mixon DST Bengals  RB Kareem Hunt FLEX C.J. Spiller TE Evan Engram WR JuJu Smith-Schuster WR Marquise Goodwin WR Chris Godwin,,,
520,797248772,xXxPLOSIVE (4/5),0,28.26,QB AJ McCarron RB Joe Mixon DST Bengals  RB Kareem Hunt FLEX C.J. Spiller TE Evan Engram WR JuJu Smith-Schuster WR Marquise Goodwin WR Chris Godwin,,,
520,797248798,xXxPLOSIVE (5/5),0,28.26,QB AJ McCarron RB Joe Mixon DST Bengals  RB Kareem Hunt FLEX C.J. Spiller TE Evan Engram WR JuJu Smith-Schuster WR Marquise Goodwin WR Chris Godwin,,,
525,797222654,Zeechamp (3/15),0,28.06,QB AJ McCarron RB Joe Mixon FLEX Cody Core TE Tyler Kroft RB Kareem Hunt WR Travis Rudolph DST Giants  WR JuJu Smith-Schuster WR Chris Godwin,,,
526,797238613,dannytmac,0,28,RB Jeremy Hill RB Kareem Hunt WR Tevin Jones WR Gehrig Dieter WR Dwayne Harris DST Giants  FLEX Tim Hightower TE Garrett Celek QB Ryan Fitzpatrick,,,
527,797479632,Jgoolsby (8/15),0,27.86,QB AJ McCarron WR Tyler Boyd RB Kareem Hunt RB C.J. Spiller TE Gavin Escobar WR JuJu Smith-Schuster DST 49ers  FLEX Doug Martin WR Mike Evans,,,
527,797258907,warrenmainiac,0,27.86,RB Joe Mixon WR John Ross QB Patrick Mahomes II RB Kareem Hunt FLEX Evan Engram DST Giants  WR JuJu Smith-Schuster WR Marquise Goodwin TE O.J. Howard,,,
529,797496112,johnjohn06,0,27.76,QB AJ McCarron RB Joe Mixon WR A.J. Green FLEX Tyler Boyd TE Cethan Carter DST Chiefs  RB Shane Smith WR Darius Powe WR Derel Walker,,,
530,797546585,MRTEMPE,0,27.66,QB AJ McCarron FLEX Joe Mixon TE Mason Schreck RB Devine Redding WR Gehrig Dieter DST Chiefs  RB Khalid Abdullah WR Kevin Norwood WR Jerome Lane,,,
531,797485501,Jamaalk325,0,27.62,RB Joe Mixon WR Brandon LaFell FLEX Alex Erickson TE Tyler Kroft DST Chiefs  WR Dwayne Harris WR Eli Rogers QB Brian Hoyer RB Charles Sims,,,
532,797417210,buresh0,0,27.46,QB AJ McCarron RB Joe Mixon TE Gavin Escobar FLEX Orleans Darkwa WR Darius Powe WR JuJu Smith-Schuster RB Matt Breida WR Chris Godwin DST Buccaneers ,,,
533,797270591,CrabCruncher,0,27.4,DST Chiefs  QB Joshua Dobbs RB Fitzgerald Toussaint WR Eli Rogers WR JuJu Smith-Schuster FLEX Tim Hightower TE Garrett Celek RB Charles Sims WR Josh Huff,,,
534,797547409,mynameisdenver (1/2),0,27.3,WR Tyler Boyd DST Chiefs  RB Wayne Gallman FLEX Roger Lewis QB Joshua Dobbs WR JuJu Smith-Schuster WR Marquise Goodwin RB Jeremy McNichols TE O.J. Howard,,,
535,797310675,Chrisav (9/9),0,27.26,FLEX Joe Mixon QB Patrick Mahomes II RB C.J. Spiller WR Seantavius Jones TE Gavin Escobar RB Wayne Gallman WR Darius Powe WR Josh Huff DST Buccaneers ,,,
535,797558057,ajcargile,0,27.26,QB AJ McCarron RB Joe Mixon RB Kareem Hunt WR Tyreek Hill WR Brandon Marshall TE Evan Engram DST Giants  FLEX Marquise Goodwin WR DeSean Jackson,,,
537,797568253,shelco07,0,27.18,FLEX Joe Mixon DST Chiefs  RB Orleans Darkwa WR Travis Rudolph TE Evan Engram RB Fitzgerald Toussaint WR Darrius Heyward-Bey QB Ryan Griffin WR DeSean Jackson,,,
538,797254634,ngcsregs,0,27.16,WR Alonzo Russell QB Patrick Mahomes II RB Kareem Hunt WR Gehrig Dieter TE Gavin Escobar DST Chiefs  WR Travis Rudolph FLEX Justin Hunter RB Joe Williams,,,
539,797398285,virtualvernon,0,27.1,RB Joe Mixon RB Kareem Hunt WR Jehu Chesson DST Chiefs  WR JuJu Smith-Schuster FLEX Victor Bolden Jr. QB Ryan Fitzpatrick WR Chris Godwin TE O.J. Howard,,,
540,797255791,SoulChild (6/15),0,27,TE Mason Schreck RB Kareem Hunt RB C.J. Spiller QB Joshua Dobbs FLEX Matt Breida WR DeSean Jackson WR Derel Walker WR Chris Godwin DST Buccaneers ,,,
541,797449026,RSMdk01,0,26.9,WR Demarcus Robinson DST Chiefs  QB Joshua Dobbs WR Eli Rogers WR JuJu Smith-Schuster TE Jesse James FLEX Carlos Hyde RB Peyton Barber RB Jacquizz Rodgers,,,
542,797255265,FearRamzD,0,26.8,WR Seantavius Jones QB Joshua Dobbs WR Demarcus Ayers WR JuJu Smith-Schuster RB Joe Williams FLEX Marquise Goodwin RB Jeremy McNichols TE O.J. Howard DST Buccaneers ,,,
543,797248078,Esma,0,26.26,RB Joe Mixon QB Patrick Mahomes II RB Kareem Hunt WR Demarcus Robinson DST Chiefs  TE Evan Engram WR Justin Hunter WR Chris Godwin FLEX O.J. Howard,,,
544,797400331,mastermind1987 (1/2),0,26.16,RB Joe Mixon QB Patrick Mahomes II RB Kareem Hunt DST Chiefs  WR Darius Powe FLEX JuJu Smith-Schuster WR Adam Humphries WR Derel Walker TE O.J. Howard,,,
545,797285341,jdub42289,0,25.76,QB AJ McCarron WR Alex Erickson RB Kareem Hunt DST Chiefs  RB Wayne Gallman TE Evan Engram WR Aaron Burbridge WR Bobo Wilson FLEX O.J. Howard,,,
546,797279841,Archibus (11/15),0,25.66,QB AJ McCarron RB Tra Carson RB Kareem Hunt DST Chiefs  WR Darius Powe WR JuJu Smith-Schuster FLEX Jeremy McNichols WR Chris Godwin TE O.J. Howard,,,
547,797286225,Pacinger35,0,25.46,QB AJ McCarron RB Joe Mixon FLEX Cody Core TE Evan Engram RB Knile Davis WR JuJu Smith-Schuster WR Jeremy Kerley WR Marquise Goodwin DST Buccaneers ,,,
547,797318252,aj_jefferson21112,0,25.46,QB AJ McCarron DST Bengals  RB C.J. Spiller TE Gavin Escobar FLEX Orleans Darkwa WR Kevin Norwood WR Darrius Heyward-Bey RB Joe Williams WR Chris Godwin,,,
549,797368242,Bfinney03 (2/3),0,25.38,WR Albert Wilson RB Orleans Darkwa WR Roger Lewis DST Giants  RB Knile Davis WR Eli Rogers FLEX Jeremy Kerley QB Ryan Griffin TE Cameron Brate,,,
550,797517889,Newlife16,0,25.16,QB AJ McCarron RB Joe Mixon WR Alonzo Russell WR Chris Brown FLEX Levonte Whitfield DST Bengals  RB Wayne Gallman WR Canaan Severin TE Phazahn Odom,,,
551,797535267,Cosmos72,0,24.96,RB Joe Mixon QB Patrick Mahomes II DST Chiefs  RB Orleans Darkwa TE Will Tye WR Eli Rogers WR Jeremy Kerley WR Josh Huff FLEX O.J. Howard,,,
552,797479451,Handicapper2u,0,24.86,QB AJ McCarron WR Tyler Boyd RB Kareem Hunt DST Chiefs  WR Roger Lewis WR JuJu Smith-Schuster FLEX Trent Taylor RB Jeremy McNichols TE O.J. Howard,,,
553,797311372,Jonmac92,0,24.76,QB AJ McCarron RB C.J. Spiller WR Seantavius Jones TE Gavin Escobar DST Chiefs  WR Martavis Bryant RB Joe Williams FLEX Peyton Barber WR Chris Godwin,,,
554,797462231,jeffblue103 (3/15),0,24.7,FLEX Cody Core RB C.J. Spiller WR Gehrig Dieter DST Chiefs  QB Joshua Dobbs TE Xavier Grimble WR DeAndre Smelter RB Doug Martin WR DeSean Jackson,,,
555,797345326,mrcse13 (9/15),0,24.66,QB AJ McCarron RB Stanley Williams WR Demarcus Robinson WR Travis Rudolph DST Giants  RB Jeremy McNichols WR Josh Huff FLEX Adam Humphries TE Cameron Brate,,,
556,797544673,Smittydatruth0804,0,24.56,QB AJ McCarron RB Joe Mixon WR Brandon LaFell WR Tyler Boyd RB Kareem Hunt DST Chiefs  TE Evan Engram WR Marquise Goodwin FLEX O.J. Howard,,,
557,797288361,wwillia4,0,24.36,QB AJ McCarron FLEX Brandon LaFell DST Chiefs  WR Brandon Marshall WR Martavis Bryant RB Matt Breida RB Charles Sims WR DeSean Jackson TE Tevin Westbrook,,,
558,797546807,FatboiSosa,0,24.32,RB Joe Mixon WR Levonte Whitfield WR Brandon Marshall TE Evan Engram DST Giants  QB Brian Hoyer RB Peyton Barber FLEX Jacquizz Rodgers WR DeSean Jackson,,,
559,797238448,Pedrofn2000,0,23.86,QB AJ McCarron RB Tra Carson WR Tyler Boyd RB C.J. Spiller DST Chiefs  FLEX Orleans Darkwa WR Dwayne Harris WR Darrius Heyward-Bey TE David Johnson,,,
559,797197003,Trellznbaghdad,0,23.86,WR Tyler Boyd DST Bengals  RB Paul Perkins WR Darius Powe TE Jesse James QB Jameis Winston RB Charles Sims FLEX Jacquizz Rodgers WR Adam Humphries,,,
561,797155828,Thyde1219 (5/6),0,23.82,RB Orleans Darkwa WR Dwayne Harris WR Eli Rogers QB Matt Barkley FLEX Kapri Bibbs WR Trent Taylor RB Jacquizz Rodgers TE Antony Auclair DST Buccaneers ,,,
562,797373154,jam0689,0,23.66,QB AJ McCarron RB Joe Mixon WR Tyler Boyd DST Bengals  RB Kareem Hunt WR Dwayne Harris TE Evan Engram WR Darrius Heyward-Bey FLEX Tim Hightower,,,
562,797531572,cardona30,0,23.66,QB AJ McCarron RB Darrin Laufasa WR Alex Erickson WR De'Anthony Thomas DST Chiefs  FLEX Shane Smith RB Fitzgerald Toussaint TE Jesse James WR DeAndre Smelter,,,
564,797554942,marty777,0,23.3,RB C.J. Spiller DST Chiefs  QB Joshua Dobbs WR Eli Rogers RB Tim Hightower FLEX Peyton Barber WR DeSean Jackson WR Josh Huff TE O.J. Howard,,,
565,797393347,PzoMaster,0,23.14,RB Joe Mixon FLEX Kareem Hunt QB Josh Johnson WR Travis Rudolph TE Evan Engram WR Justin Hunter WR Demarcus Ayers DST 49ers  RB Jeremy McNichols,,,
566,797558231,escaperanger,0,22.9,WR Tyler Boyd RB Kareem Hunt FLEX Demarcus Robinson TE Gavin Escobar WR Roger Lewis QB Joshua Dobbs WR JuJu Smith-Schuster RB Doug Martin DST Buccaneers ,,,
567,797252775,Rockfan616,0,22.46,QB AJ McCarron RB Joe Mixon WR Tyler Boyd FLEX C.J. Spiller WR Tyreek Hill DST Chiefs  RB Paul Perkins WR Antonio Brown TE O.J. Howard,,,
568,797517882,UNLIMITED1 (1/3),0,22.42,RB C.J. Spiller DST Chiefs  WR Brandon Marshall RB Fitzgerald Toussaint WR Eli Rogers TE Jesse James QB Matt Barkley WR Pierre Garcon FLEX Chris Godwin,,,
569,797148009,Thyde1219 (1/6),0,22.36,RB Joe Mixon QB Patrick Mahomes II TE Demetrius Harris WR Kevin Norwood RB Fitzgerald Toussaint WR Eli Rogers FLEX Tim Hightower WR Marquise Goodwin DST Buccaneers ,,,
569,797155113,Thyde1219 (2/6),0,22.36,RB Joe Mixon QB Patrick Mahomes II TE Demetrius Harris WR Kevin Norwood RB Fitzgerald Toussaint WR Eli Rogers FLEX Tim Hightower WR Marquise Goodwin DST Buccaneers ,,,
571,797334837,mattsizzle,0,22.26,QB AJ McCarron RB Joe Mixon WR Tyler Boyd TE Tyler Kroft DST Chiefs  FLEX Orleans Darkwa WR Eli Rogers RB Peyton Barber WR Adam Humphries,,,
571,797537608,supercatdondada,0,22.26,QB AJ McCarron RB Joe Mixon WR Tyler Boyd DST Chiefs  WR Roger Lewis WR JuJu Smith-Schuster RB Tim Hightower FLEX DeSean Jackson TE O.J. Howard,,,
573,797217504,el_papino,0,22.12,RB Joe Mixon WR Tyreek Hill RB Paul Perkins WR Kevin Norwood QB Brian Hoyer WR Marquise Goodwin DST 49ers  FLEX Jeremy McNichols TE O.J. Howard,,,
574,797534455,P1Kasso,0,21.66,RB Jeremy Hill FLEX Brandon LaFell WR A.J. Green TE Tyler Eifert WR Albert Wilson DST Chiefs  RB Paul Perkins WR Odell Beckham Jr. QB Jameis Winston,,,
575,797312802,bomberfan32,0,21.46,RB Joe Mixon WR Alonzo Russell QB Patrick Mahomes II RB Kareem Hunt FLEX Evan Engram WR JuJu Smith-Schuster WR Derel Walker TE O.J. Howard DST Buccaneers ,,,
575,797466641,BauerAce,0,21.46,QB AJ McCarron RB Joe Mixon WR Tyler Boyd DST Chiefs  RB Paul Perkins FLEX Carlos Hyde WR DeSean Jackson WR Chris Godwin TE O.J. Howard,,,
577,797539265,hopper4 (2/2),0,21.36,QB AJ McCarron RB Stanley Williams WR Alex Erickson WR Jehu Chesson RB Wayne Gallman WR Dwayne Harris FLEX Brandon Brown-Dukes DST 49ers  TE O.J. Howard,,,
578,797549630,bigdawg2692,0,20.94,RB Joe Mixon TE Tyler Eifert DST Chiefs  QB Josh Johnson RB Orleans Darkwa WR Dwayne Harris WR JuJu Smith-Schuster FLEX Kyle Juszczyk WR DeAndre Smelter,,,
579,797239361,twenty9 (3/3),0,20.16,WR A.J. Green TE Tyler Eifert WR Brandon Marshall DST Giants  WR Antonio Brown RB Tim Hightower QB Jameis Winston RB Doug Martin FLEX DeSean Jackson,,,
580,797309405,Metro123,0,19.76,TE Tyler Eifert WR Odell Beckham Jr. FLEX Travis Rudolph WR Martavis Bryant RB Carlos Hyde RB Kyle Juszczyk DST 49ers  QB Jameis Winston WR Chris Godwin,,,
581,797524519,hopper4 (1/2),0,19.32,QB Tyler Bray RB Kareem Hunt WR Gehrig Dieter WR Jehu Chesson TE Gavin Escobar FLEX Wayne Gallman DST Giants  RB Jeremy McNichols WR DeSean Jackson,,,
582,797233876,ScanHickory,0,18.9,RB Devine Redding TE Ross Travis QB Eli Manning WR Roger Lewis WR Marcus Tucker RB Matt Breida FLEX Quayvon Hicks WR Josh Huff DST Buccaneers ,,,
583,797529721,gonzo1983,0,18.42,RB Jeremy Hill WR John Ross QB Alex Smith RB Paul Perkins TE Evan Engram DST Giants  WR Justin Hunter FLEX Jeremy McNichols WR Adam Humphries,,,
584,797560230,bucs3,0,17.86,WR Tyler Boyd QB Patrick Mahomes II FLEX Albert Wilson RB Tim Hightower RB Peyton Barber WR DeSean Jackson WR Chris Godwin TE O.J. Howard DST Buccaneers ,,,
584,797370062,Bfinney03 (3/3),0,17.86,QB Geno Smith RB Paul Perkins WR Kevin Norwood DST Giants  WR Eli Rogers TE Jake McGee RB Carlos Hyde FLEX Tim Hightower WR Adam Humphries,,,
586,797155823,Thyde1219 (4/6),0,17.26,QB AJ McCarron RB Giovani Bernard WR Tyler Boyd WR Darrius Heyward-Bey TE Jesse James FLEX Tim Hightower DST 49ers  RB Charles Sims WR DeSean Jackson,,,
587,797191659,vitodalfo1,0,16.76,QB AJ McCarron WR Tyler Boyd RB C.J. Spiller RB Fitzgerald Toussaint WR Eli Rogers FLEX Charles Sims WR DeSean Jackson TE O.J. Howard DST Buccaneers ,,,
588,797440757,blantj (1/2),0,16.26,WR Tyler Boyd RB Devine Redding QB Geno Smith WR Kevin Norwood WR Jerome Lane FLEX Martavis Bryant TE Jake McGee RB Kapri Bibbs DST Buccaneers ,,,
